id,province,population,x_coord,y_coord,latitude,longitude
0,3,27362,0,0,52.343889,4.963056,Diemen
0,2,25651,0,0,51.616667,4.933333,Dongen
0,5,57105,0,0,51.966667,6.283333,Doetinchem
0,1,118309,0,0,51.8,4.666667,Dordrecht
0,2,32045,0,0,51.463889,5.795,Deurne
0,5,113618,0,0,52.05,5.666667,Ede
0,4,99497,0,0,52.266667,6.2,Deventer
0,1,526439,0,0,52.083333,4.3,Den Haag
0,10,51590,0,0,52.933333,5.7,De Friese Meren
0,10,18896,0,0,53.283333,5.983333,Dantumadeel
0,1,101007,0,0,52,4.35,Delft
0,2,24754,0,0,51.726944,5.878889,Cuijk
0,5,27904,0,0,51.95,5.233333,Culemborg
0,4,28125,0,0,52.5,6.25,Dalfsen
0,8,24923,0,0,53.333333,6.916667,Delfzijl
0,9,35189,0,0,52.65,6.733333,Coevorden
0,3,35272,0,0,52.55,4.666667,Castricum
0,2,20676,0,0,51.285,5.588056,Cranendonck
0,1,66657,0,0,51.933333,4.583333,Capelle aan den IJssel
0,7,15169,0,0,52.066667,5.2,Bunnik
0,5,20750,0,0,52.1,6.1,Brummen
0,6,28289,0,0,50.95,5.966667,Brunssum
0,5,36404,0,0,52.05,6.3,Bronckhorst
0,1,16885,0,0,51.883333,4.183333,Brielle
0,2,183056,0,0,51.583333,4.783333,Breda
0,7,21077,0,0,52.25,5.366667,Bunschoten
0,5,26291,0,0,51.910556,5.333333,Buren
0,2,28771,0,0,51.648056,5.943889,Boxmeer
0,2,30654,0,0,51.583333,5.333333,Boxtel
0,11,22716,0,0,51.433333,3.816667,Borsele
0,4,22942,0,0,52.3,6.75,Borne
0,2,10442,0,0,51.6,5.666667,Boekel
0,1,33744,0,0,52.061781,4.726869,Bodegraven-Reeuwijk
0,3,22940,0,0,52.4,4.616667,Bloemendaal
0,3,10302,0,0,52.271667,5.241667,Blaricum
0,9,25360,0,0,52.85,6.85,Borger-Odoorn
0,8,7272,0,0,53.266667,6.683333,Ten Boer
0,1,29194,0,0,51.816667,4.516667,Binnenmaas
0,7,42768,0,0,52.1,5.183333,De Bilt
0,5,25481,0,0,51.85,5.75,Beuningen
0,3,40976,0,0,52.483333,4.65,Beverwijk
0,2,29375,0,0,51.511111,5.391944,Best
0,2,30270,0,0,51.683333,5.516667,Bernheze
0,5,44166,0,0,52.116667,6.516667,Berkelland
0,2,66092,0,0,51.5,4.283333,Bergen op Zoom
0,5,34724,0,0,51.783333,5.933333,Berg en Dal
0,6,13390,0,0,51.266667,6.033333,Beesel
0,3,29793,0,0,52.670344,4.705411,Bergen
0,6,13130,0,0,51.598889,6.033889,Bergen
0,2,18359,0,0,51.32,5.358889,Bergeijk
0,6,15942,0,0,50.938889,5.796111,Beek
0,8,10472,0,0,53.283333,6.583333,Bedum
0,3,9281,0,0,52.55,4.928056,Beemster
0,1,48423,0,0,51.85,4.533333,Barendrecht
0,5,56625,0,0,52.133333,5.583333,Barneveld
0,9,67579,0,0,52.983333,6.55,Assen
0,5,156050,0,0,51.983333,5.916667,Arnhem
0,10,3638,0,0,53.45,5.753889,Ameland
0,2,16658,0,0,51.403056,5.746944,Asten
0,7,24574,0,0,52.216667,5.3,Baarn
0,2,6757,0,0,51.45,4.933333,Baarle-Nassau
