parent_id,id,population_rel_to_parent,latitude,longitude,name
71022,710223,0.06143158405494177,50.96666666666667,5.283333333333333,STOKROOIE
71022,710224,0.3389024708868319,50.95,5.3,KURINGEN
71022,710225,0.06381569125111974,50.95,5.233333333333333,SPALBEEK
71022,710226,0.13462040907733652,50.95,5.25,KERMT
71022,710227,0.009960995819647656,50.88333333333333,5.35,WIMMERTINGEN
71022,710228,0.14634499104210213,50.9,5.3,SINT-LAMBRECHTS-HERK
71022,710221,0.125,50.93333333333333,5.333333333333333,HASSELT
73022,730222,0.01750054860653939,50.733333333333334,5.283333333333333,BATSHEERS
73022,730223,0.08790505449491626,50.766666666666666,5.3,VEULEN
73022,730224,0.12310730743910468,50.766666666666666,5.366666666666666,VECHMAAL
73022,730225,0.07120912881281545,50.733333333333334,5.25,RUKKELINGEN-LOON
73022,730226,0.025546777850925313,50.733333333333334,5.3,OPHEERS
73022,730227,0.03077682685977617,50.78333333333333,5.283333333333333,METTEKOVEN
73022,730228,0.24098456586935849,50.733333333333334,5.266666666666667,MECHELEN-BOVELINGEN
73022,730229,0.08327847267939432,50.766666666666666,5.283333333333333,KLEIN-GELMEN
73022,7302210,0.10158364421037232,50.766666666666666,5.333333333333333,HORPMAAL
73022,7302211,0.06899641577060932,50.766666666666666,5.35,HEKS
73022,7302212,0.06577792407285495,50.766666666666666,5.316666666666666,GUTSCHOVEN
73022,730221,0.08333333333333326,50.75,5.3,HEERS
12014,120142,0.17231042752005293,51.03333333333333,4.7,SCHRIEK
12014,120143,0.12510681110284186,51.11666666666667,4.8,WIEKEVORST
12014,120144,0.1970492571460073,51.1,4.733333333333333,ITEGEM
12014,120145,0.2237520328564734,51.05,4.783333333333333,BOOISCHOT
12014,120146,0.11511480470795775,51.083333333333336,4.733333333333333,HALLAAR
12014,120141,0.16666666666666674,51.06666666666667,4.733333333333333,HEIST-OP-DEN-BERG
24038,240382,0.32810503078889275,50.9,4.65,WINKSELE
24038,240383,0.3385616358777739,50.9,4.616666666666667,VELTEM-BEISEM
24038,240381,0.33333333333333337,50.9,4.666666666666667,HERENT
13011,130112,0.4798886569241476,51.13333333333333,4.833333333333333,NOORDERWIJK
13011,130113,0.18677800974251912,51.11666666666667,4.816666666666666,MORKHOVEN
13011,130111,0.33333333333333326,51.18333333333333,4.833333333333333,HERENTALS
71024,710242,0.3527485852869846,50.95,5.183333333333334,SCHULEN
71024,710243,0.20638641875505254,50.93333333333333,5.133333333333334,DONK
71024,710244,0.19086499595796283,50.95,5.216666666666667,BERBROEK
71024,710241,0.2500000000000001,50.93333333333333,5.166666666666667,HERK-DE-STAD
23032,230322,0.3478260869565218,50.7,3.9833333333333334,SINT-PIETERS-KAPELLE
23032,230323,0.318840579710145,50.75,4.1,HERFELINGEN
23032,230321,0.33333333333333326,50.71666666666667,4.033333333333333,HERNE
13013,130132,0.5,51.03333333333333,4.833333333333333,RAMSEL
13013,130131,0.5,51.05,4.883333333333333,HERSELT
71069,710692,0.49160053591672676,51.1,5.183333333333334,OOSTHAM
71069,710693,0.5083994640832732,51.1,5.15,KWAADMECHELEN
41027,410272,0.12497559308796251,50.9,3.9,BORSBEKE
41027,410273,0.10473005955286536,50.88333333333333,3.9166666666666665,RESSEGEM
41027,410274,0.07261056331152983,50.85,3.9333333333333336,WOUBRECHTEGEM
41027,410275,0.19775700478375477,50.833333333333336,3.8833333333333333,STEENHUIZE-WIJNHUIZE
41027,410276,0.12497559308796251,50.85,3.8833333333333333,SINT-LIEVENS-ESSE
41027,410277,0.12497559308796251,50.85,3.9333333333333336,SINT-ANTELINKS
